Date,Time,CFS,Monitoring
9/28/2024,4:00,12.3,
9/28/2024,4:15,12.3,
9/28/2024,4:30,12.3,
9/28/2024,4:45,12.3,
9/28/2024,5:00,12.3,
9/28/2024,5:15,12.3,
9/28/2024,5:30,12.3,
9/28/2024,5:45,12.3,
9/28/2024,6:00,12.3,
9/28/2024,6:15,12.3,
9/28/2024,6:30,12.3,
9/28/2024,6:45,12.3,
9/28/2024,7:00,12.3,
9/28/2024,7:15,12.3,
9/28/2024,7:30,12.3,
9/28/2024,7:45,12.7,
9/28/2024,8:00,12.7,
9/28/2024,8:15,12.7,
9/28/2024,8:30,12.7,
9/28/2024,8:45,12.7,
9/28/2024,9:00,12.7,
9/28/2024,9:15,12.3,
9/28/2024,9:30,12.3,
9/28/2024,9:45,12.3,
9/28/2024,10:00,12.3,
9/28/2024,10:15,12.3,
9/28/2024,10:30,12.3,
9/28/2024,10:45,12.3,
9/28/2024,11:00,12.3,
9/28/2024,11:15,12.3,
9/28/2024,11:30,12.3,
9/28/2024,11:45,12.3,
9/28/2024,12:00,12.3,
9/28/2024,12:15,12.3,
9/28/2024,12:30,12.3,
9/28/2024,12:45,12.3,
9/28/2024,13:00,12.3,
9/28/2024,13:15,12.3,
9/28/2024,13:30,12.3,
9/28/2024,13:45,12.3,
9/28/2024,14:00,12.3,
9/28/2024,14:15,11.9,
9/28/2024,14:30,11.9,
9/28/2024,14:45,11.9,
9/28/2024,15:00,11.9,
9/28/2024,15:15,11.9,
9/28/2024,15:30,11.9,
9/28/2024,15:45,11.9,
9/28/2024,16:00,11.9,
9/28/2024,16:15,11.9,
9/28/2024,16:30,11.9,
9/28/2024,16:45,11.5,
9/28/2024,17:00,11.5,
9/28/2024,17:15,11.5,
9/28/2024,17:30,11.5,
9/28/2024,17:45,11.5,
9/28/2024,18:00,11.5,
9/28/2024,18:15,11.5,
9/28/2024,18:30,11.5,
9/28/2024,18:45,11.5,
9/28/2024,19:00,11.9,
9/28/2024,19:15,11.9,
9/28/2024,19:30,11.9,
9/28/2024,19:45,11.9,
9/28/2024,20:00,11.9,
9/28/2024,20:15,11.9,
9/28/2024,20:30,11.9,
9/28/2024,20:45,11.9,
9/28/2024,21:00,11.9,
9/28/2024,21:15,11.9,
9/28/2024,21:30,11.9,
9/28/2024,21:45,11.9,
9/28/2024,22:00,12.3,
9/28/2024,22:15,12.3,
9/28/2024,22:30,12.3,
9/28/2024,22:45,11.9,
9/28/2024,23:00,12.3,
9/28/2024,23:15,12.3,
9/28/2024,23:30,12.3,
9/28/2024,23:45,12.3,
9/29/2024,0:00,12.3,
9/29/2024,0:15,12.3,
9/29/2024,0:30,12.3,
9/29/2024,0:45,12.3,
9/29/2024,1:00,12.3,
9/29/2024,1:15,12.3,
9/29/2024,1:30,12.3,
9/29/2024,1:45,12.3,
9/29/2024,2:00,12.3,
9/29/2024,2:15,12.3,
9/29/2024,2:30,12.3,
9/29/2024,2:45,12.3,
9/29/2024,3:00,12.3,
9/29/2024,3:15,12.3,
9/29/2024,3:30,12.3,
9/29/2024,3:45,12.3,
9/29/2024,4:00,12.3,
9/29/2024,4:15,12.3,
9/29/2024,4:30,12.3,
9/29/2024,4:45,12.3,
9/29/2024,5:00,12.3,
9/29/2024,5:15,12.3,
9/29/2024,5:30,12.3,
9/29/2024,5:45,12.3,
9/29/2024,6:00,12.3,
9/29/2024,6:15,12.3,
9/29/2024,6:30,12.3,
9/29/2024,6:45,12.3,
9/29/2024,7:00,12.3,
9/29/2024,7:15,12.3,
9/29/2024,7:30,12.3,
9/29/2024,7:45,12.3,
9/29/2024,8:00,12.3,
9/29/2024,8:15,12.3,
9/29/2024,8:30,12.3,
9/29/2024,8:45,12.3,
9/29/2024,9:00,12.7,
9/29/2024,9:15,12.7,
9/29/2024,9:30,12.7,
9/29/2024,9:45,12.7,
9/29/2024,10:00,12.7,
9/29/2024,10:15,12.7,
9/29/2024,10:30,12.7,
9/29/2024,10:45,12.7,
9/29/2024,11:00,12.3,
9/29/2024,11:15,12.3,
9/29/2024,11:30,12.3,
9/29/2024,11:45,12.3,
9/29/2024,12:00,12.3,
9/29/2024,12:15,12.3,
9/29/2024,12:30,12.3,
9/29/2024,12:45,12.3,
9/29/2024,13:00,12.3,
9/29/2024,13:15,12.3,
9/29/2024,13:30,12.3,
9/29/2024,13:45,12.3,
9/29/2024,14:00,12.3,
9/29/2024,14:15,12.3,
9/29/2024,14:30,12.3,
9/29/2024,14:45,12.3,
9/29/2024,15:00,12.3,
9/29/2024,15:15,12.3,
9/29/2024,15:30,12.3,
9/29/2024,15:45,11.9,
9/29/2024,16:00,11.9,
9/29/2024,16:15,11.9,
9/29/2024,16:30,11.5,
9/29/2024,16:45,11.5,
9/29/2024,17:00,11.5,
9/29/2024,17:15,11.5,
9/29/2024,17:30,11.5,
9/29/2024,17:45,11.5,
9/29/2024,18:00,11.5,
9/29/2024,18:15,11.5,
9/29/2024,18:30,11.5,
9/29/2024,18:45,11.5,
9/29/2024,19:00,11.5,
9/29/2024,19:15,11.5,
9/29/2024,19:30,11.5,
9/29/2024,19:45,11.5,
9/29/2024,20:00,11.5,
9/29/2024,20:15,11.5,
9/29/2024,20:30,11.9,
9/29/2024,20:45,11.9,
9/29/2024,21:00,11.9,
9/29/2024,21:15,11.9,
9/29/2024,21:30,12.3,
9/29/2024,21:45,12.3,
9/29/2024,22:00,12.3,
9/29/2024,22:15,12.3,
9/29/2024,22:30,12.3,
9/29/2024,22:45,12.3,
9/29/2024,23:00,12.3,
9/29/2024,23:15,12.3,
9/29/2024,23:30,12.3,
9/29/2024,23:45,12.3,
9/30/2024,0:00,12.7,
9/30/2024,0:15,12.7,
9/30/2024,0:30,12.7,
9/30/2024,0:45,12.7,
9/30/2024,1:00,12.7,
9/30/2024,1:15,12.7,
9/30/2024,1:30,12.7,
9/30/2024,1:45,12.7,
9/30/2024,2:00,12.7,
9/30/2024,2:15,12.7,
9/30/2024,2:30,12.7,
9/30/2024,2:45,12.7,
9/30/2024,3:00,12.7,
9/30/2024,3:15,12.7,
9/30/2024,3:30,12.7,
9/30/2024,3:45,12.7,
9/30/2024,4:00,12.7,
9/30/2024,4:15,12.7,
9/30/2024,4:30,12.7,
9/30/2024,4:45,12.7,
9/30/2024,5:00,12.7,
9/30/2024,5:15,12.7,
9/30/2024,5:30,12.7,
9/30/2024,5:45,12.7,
9/30/2024,6:00,12.7,
9/30/2024,6:15,12.7,
9/30/2024,6:30,12.7,
9/30/2024,6:45,12.7,
9/30/2024,7:00,12.7,
9/30/2024,7:15,12.7,Yes
9/30/2024,7:30,12.7,
9/30/2024,7:45,12.7,
9/30/2024,8:00,12.7,Yes
9/30/2024,8:15,12.7,
9/30/2024,8:30,12.7,
9/30/2024,8:45,12.7,
9/30/2024,9:00,12.7,
9/30/2024,9:15,12.7,
9/30/2024,9:30,12.7,
9/30/2024,9:45,12.7,
9/30/2024,10:00,12.7,
9/30/2024,10:15,12.7,
9/30/2024,10:30,12.7,
9/30/2024,10:45,12.7,
9/30/2024,11:00,12.7,
9/30/2024,11:15,12.7,
9/30/2024,11:30,12.7,
9/30/2024,11:45,12.7,
9/30/2024,12:00,12.7,
9/30/2024,12:15,12.7,
9/30/2024,12:30,12.7,
9/30/2024,12:45,12.7,
9/30/2024,13:00,12.7,
9/30/2024,13:15,13.1,
9/30/2024,13:30,14.5,
9/30/2024,13:45,17,
9/30/2024,14:00,19.2,
9/30/2024,14:15,20.8,
9/30/2024,14:30,22.4,
9/30/2024,14:45,23.5,
9/30/2024,15:00,24.6,
9/30/2024,15:15,25.2,
9/30/2024,15:30,25.8,
9/30/2024,15:45,26.4,
9/30/2024,16:00,27,
9/30/2024,16:15,27.6,
9/30/2024,16:30,27.6,
9/30/2024,16:45,27.6,
9/30/2024,17:00,28.2,
9/30/2024,17:15,28.2,
9/30/2024,17:30,28.2,
9/30/2024,17:45,28.2,
9/30/2024,18:00,28.2,
9/30/2024,18:15,28.2,
9/30/2024,18:30,28.2,
9/30/2024,18:45,28.2,
9/30/2024,19:00,28.2,
9/30/2024,19:15,28.9,
9/30/2024,19:30,28.9,
9/30/2024,19:45,28.9,
9/30/2024,20:00,28.9,
9/30/2024,20:15,28.9,
9/30/2024,20:30,28.9,
9/30/2024,20:45,28.9,
9/30/2024,21:00,28.9,
9/30/2024,21:15,28.9,
9/30/2024,21:30,28.9,
9/30/2024,21:45,28.9,
9/30/2024,22:00,28.9,
9/30/2024,22:15,28.9,
9/30/2024,22:30,28.9,
9/30/2024,22:45,28.9,
9/30/2024,23:00,28.9,
9/30/2024,23:15,28.9,
9/30/2024,23:30,28.9,
9/30/2024,23:45,28.9,
10/1/2024,0:00,28.9,
10/1/2024,0:15,28.9,
10/1/2024,0:30,28.9,
10/1/2024,0:45,28.9,
10/1/2024,1:00,28.9,
10/1/2024,1:15,28.9,
10/1/2024,1:30,28.9,
10/1/2024,1:45,28.9,
10/1/2024,2:00,28.9,
10/1/2024,2:15,28.9,
10/1/2024,2:30,28.9,
10/1/2024,2:45,28.9,
10/1/2024,3:00,28.9,
10/1/2024,3:15,28.9,
10/1/2024,3:30,28.9,
10/1/2024,3:45,28.9,
10/1/2024,4:00,28.9,
10/1/2024,4:15,28.9,
10/1/2024,4:30,28.9,
10/1/2024,4:45,28.9,
10/1/2024,5:00,28.9,
10/1/2024,5:15,28.9,
10/1/2024,5:30,28.9,
10/1/2024,5:45,28.9,
10/1/2024,6:00,28.9,
10/1/2024,6:15,28.9,
10/1/2024,6:30,28.9,
10/1/2024,6:45,28.9,
10/1/2024,7:00,28.9,
10/1/2024,7:15,28.9,
10/1/2024,7:30,28.9,
10/1/2024,7:45,28.9,
10/1/2024,8:00,28.9,
10/1/2024,8:15,28.9,
10/1/2024,8:30,28.9,
10/1/2024,8:45,28.9,
10/1/2024,9:00,28.9,
10/1/2024,9:15,28.9,
10/1/2024,9:30,28.9,
10/1/2024,9:45,28.9,
10/1/2024,10:00,28.9,
10/1/2024,10:15,28.9,
10/1/2024,10:30,28.9,
10/1/2024,10:45,28.9,
10/1/2024,11:00,28.9,
10/1/2024,11:15,28.9,
10/1/2024,11:30,28.9,
10/1/2024,11:45,28.9,
10/1/2024,12:00,28.9,
10/1/2024,12:15,28.9,
10/1/2024,12:30,28.9,
10/1/2024,12:45,28.9,
10/1/2024,13:00,28.9,
10/1/2024,13:15,28.9,
10/1/2024,13:30,28.9,
10/1/2024,13:45,28.9,
10/1/2024,14:00,28.9,
10/1/2024,14:15,28.9,
10/1/2024,14:30,28.9,
10/1/2024,14:45,28.9,
10/1/2024,15:00,28.9,
10/1/2024,15:15,28.9,
10/1/2024,15:30,28.9,
10/1/2024,15:45,28.9,
10/1/2024,16:00,28.9,
10/1/2024,16:15,28.9,
10/1/2024,16:30,28.9,
10/1/2024,16:45,28.9,
10/1/2024,17:00,28.9,
10/1/2024,17:15,28.9,
10/1/2024,17:30,28.9,
10/1/2024,17:45,28.9,
10/1/2024,18:00,28.9,
10/1/2024,18:15,28.9,
10/1/2024,18:30,28.9,
10/1/2024,18:45,28.9,
10/1/2024,19:00,28.9,
10/1/2024,19:15,28.9,
10/1/2024,19:30,28.9,
10/1/2024,19:45,28.9,
10/1/2024,20:00,28.9,
10/1/2024,20:15,28.9,
10/1/2024,20:30,28.9,
10/1/2024,20:45,28.9,
10/1/2024,21:00,28.9,
10/1/2024,21:15,28.9,
10/1/2024,21:30,28.9,
10/1/2024,21:45,28.9,
10/1/2024,22:00,28.9,
10/1/2024,22:15,28.9,
10/1/2024,22:30,28.9,
10/1/2024,22:45,28.9,
10/1/2024,23:00,28.9,
10/1/2024,23:15,28.9,
10/1/2024,23:30,28.9,
10/1/2024,23:45,28.9,
10/2/2024,0:00,28.9,
10/2/2024,0:15,28.9,
10/2/2024,0:30,28.9,
10/2/2024,0:45,28.9,
10/2/2024,1:00,28.9,
10/2/2024,1:15,28.9,
10/2/2024,1:30,28.9,
10/2/2024,1:45,28.9,
10/2/2024,2:00,28.9,
10/2/2024,2:15,28.9,
10/2/2024,2:30,28.9,
10/2/2024,2:45,28.9,
10/2/2024,3:00,28.9,
10/2/2024,3:15,28.9,
10/2/2024,3:30,28.9,Yes
10/2/2024,3:45,28.9,
10/2/2024,4:00,28.9,
10/2/2024,4:15,28.9,
10/2/2024,4:30,28.9,
10/2/2024,4:45,28.9,
10/2/2024,5:00,28.9,
10/2/2024,5:15,28.9,
10/2/2024,5:30,28.9,
10/2/2024,5:45,28.9,
10/2/2024,6:00,28.9,
10/2/2024,6:15,28.9,
10/2/2024,6:30,28.9,
10/2/2024,6:45,28.9,
10/2/2024,7:00,28.9,
10/2/2024,7:15,28.9,
10/2/2024,7:30,28.9,
10/2/2024,7:45,28.9,
10/2/2024,8:00,28.9,
10/2/2024,8:15,28.9,
10/2/2024,8:30,28.9,
10/2/2024,8:45,28.9,
10/2/2024,9:00,28.9,
10/2/2024,9:15,28.9,
10/2/2024,9:30,28.9,
10/2/2024,9:45,28.9,
10/2/2024,10:00,28.9,
10/2/2024,10:15,28.9,
10/2/2024,10:30,28.9,
10/2/2024,10:45,28.9,
10/2/2024,11:00,28.9,
10/2/2024,11:15,28.9,
10/2/2024,11:30,28.9,
10/2/2024,11:45,28.9,
10/2/2024,12:00,28.9,
10/2/2024,12:15,28.9,
10/2/2024,12:30,28.9,
10/2/2024,12:45,28.9,
10/2/2024,13:00,28.9,
10/2/2024,13:15,28.9,
10/2/2024,13:30,28.9,
10/2/2024,13:45,28.9,
10/2/2024,14:00,28.9,
10/2/2024,14:15,28.9,
10/2/2024,14:30,28.9,
10/2/2024,14:45,28.9,
10/2/2024,15:00,28.9,
10/2/2024,15:15,28.9,
10/2/2024,15:30,28.9,
10/2/2024,15:45,28.9,
10/2/2024,16:00,28.9,
10/2/2024,16:15,28.2,
10/2/2024,16:30,28.2,
10/2/2024,16:45,28.2,
10/2/2024,17:00,28.2,
10/2/2024,17:15,28.2,
10/2/2024,17:30,28.2,
10/2/2024,17:45,28.2,
10/2/2024,18:00,28.2,
10/2/2024,18:15,28.2,
10/2/2024,18:30,28.2,
10/2/2024,18:45,28.2,
10/2/2024,19:00,28.2,
10/2/2024,19:15,28.2,
10/2/2024,19:30,28.2,
10/2/2024,19:45,28.2,
10/2/2024,20:00,28.2,
10/2/2024,20:15,28.2,
10/2/2024,20:30,28.2,
10/2/2024,20:45,28.2,
10/2/2024,21:00,28.2,
10/2/2024,21:15,28.9,
10/2/2024,21:30,28.9,
10/2/2024,21:45,28.9,
10/2/2024,22:00,28.9,
10/2/2024,22:15,28.9,
10/2/2024,22:30,28.9,
10/2/2024,22:45,28.9,
10/2/2024,23:00,28.9,
10/2/2024,23:15,28.9,
10/2/2024,23:30,28.9,
10/2/2024,23:45,28.9,
10/3/2024,0:00,28.9,
10/3/2024,0:15,28.9,
10/3/2024,0:30,28.9,
10/3/2024,0:45,28.9,
10/3/2024,1:00,28.9,
10/3/2024,1:15,28.9,
10/3/2024,1:30,28.9,
10/3/2024,1:45,28.9,
10/3/2024,2:00,28.9,
10/3/2024,2:15,28.9,
10/3/2024,2:30,28.9,
10/3/2024,2:45,28.9,
10/3/2024,3:00,28.9,
10/3/2024,3:15,28.9,
10/3/2024,3:30,28.9,
10/3/2024,3:45,28.9,
10/3/2024,4:00,28.9,
10/3/2024,4:15,28.9,
10/3/2024,4:30,28.9,
10/3/2024,4:45,28.9,
10/3/2024,5:00,28.9,
10/3/2024,5:15,28.9,
10/3/2024,5:30,28.9,
10/3/2024,5:45,28.9,
10/3/2024,6:00,28.9,
10/3/2024,6:15,28.9,
10/3/2024,6:30,28.9,
10/3/2024,6:45,28.9,
10/3/2024,7:00,28.9,
10/3/2024,7:15,28.9,
10/3/2024,7:30,28.9,
10/3/2024,7:45,28.9,
10/3/2024,8:00,28.9,
10/3/2024,8:15,28.9,
10/3/2024,8:30,28.9,
10/3/2024,8:45,28.9,
10/3/2024,9:00,28.9,
10/3/2024,9:15,28.9,
10/3/2024,9:30,28.9,
10/3/2024,9:45,28.9,
10/3/2024,10:00,28.9,
10/3/2024,10:15,28.9,
10/3/2024,10:30,28.9,
10/3/2024,10:45,28.9,
10/3/2024,11:00,28.9,
10/3/2024,11:15,28.9,
10/3/2024,11:30,28.9,
10/3/2024,11:45,28.9,
10/3/2024,12:00,28.9,
10/3/2024,12:15,28.9,
10/3/2024,12:30,28.9,
10/3/2024,12:45,28.9,
10/3/2024,13:00,28.9,
10/3/2024,13:15,28.9,
10/3/2024,13:30,28.9,
10/3/2024,13:45,28.9,
10/3/2024,14:00,28.9,
10/3/2024,14:15,28.9,
10/3/2024,14:30,28.9,
10/3/2024,14:45,28.9,
10/3/2024,15:00,28.2,
10/3/2024,15:15,28.2,
10/3/2024,15:30,28.2,
10/3/2024,15:45,28.2,
10/3/2024,16:00,28.2,
10/3/2024,16:15,28.2,
10/3/2024,16:30,28.2,
10/3/2024,16:45,28.2,
10/3/2024,17:00,28.2,
10/3/2024,17:15,28.2,
10/3/2024,17:30,28.2,
10/3/2024,17:45,28.2,
10/3/2024,18:00,28.2,
10/3/2024,18:15,28.2,
10/3/2024,18:30,28.2,
10/3/2024,18:45,28.2,
10/3/2024,19:00,28.2,
10/3/2024,19:15,28.2,
10/3/2024,19:30,28.2,
10/3/2024,19:45,28.2,
10/3/2024,20:00,28.2,
10/3/2024,20:15,28.2,
10/3/2024,20:30,28.2,
10/3/2024,20:45,28.2,
10/3/2024,21:00,28.2,
10/3/2024,21:15,28.2,
10/3/2024,21:30,28.9,
10/3/2024,21:45,28.9,
10/3/2024,22:00,28.9,
10/3/2024,22:15,28.9,
10/3/2024,22:30,28.9,
10/3/2024,22:45,28.9,
10/3/2024,23:00,28.9,
10/3/2024,23:15,28.9,
10/3/2024,23:30,28.9,
10/3/2024,23:45,28.9,
10/4/2024,0:00,28.9,
10/4/2024,0:15,28.9,
10/4/2024,0:30,28.9,
10/4/2024,0:45,28.9,
10/4/2024,1:00,28.9,
10/4/2024,1:15,28.9,
10/4/2024,1:30,28.9,
10/4/2024,1:45,28.9,
10/4/2024,2:00,28.9,
10/4/2024,2:15,28.9,
10/4/2024,2:30,28.9,
10/4/2024,2:45,28.9,
10/4/2024,3:00,28.9,
10/4/2024,3:15,28.9,
10/4/2024,3:30,28.9,
10/4/2024,3:45,28.9,
10/4/2024,4:00,28.9,
10/4/2024,4:15,28.9,
10/4/2024,4:30,28.9,
10/4/2024,4:45,28.9,
10/4/2024,5:00,28.9,
10/4/2024,5:15,28.9,
10/4/2024,5:30,28.9,
10/4/2024,5:45,28.9,
10/4/2024,6:00,28.9,
10/4/2024,6:15,28.9,
10/4/2024,6:30,28.9,
10/4/2024,6:45,28.9,
10/4/2024,7:00,28.9,
10/4/2024,7:15,28.9,
10/4/2024,7:30,28.9,
10/4/2024,7:45,28.9,
10/4/2024,8:00,28.9,
10/4/2024,8:15,28.9,
10/4/2024,8:30,28.9,
10/4/2024,8:45,28.9,
10/4/2024,9:00,28.9,Yes
10/4/2024,9:15,28.9,
10/4/2024,9:30,28.9,
10/4/2024,9:45,28.9,
10/4/2024,10:00,28.9,
10/4/2024,10:15,29.5,
10/4/2024,10:30,29.5,
10/4/2024,10:45,30.2,
10/4/2024,11:00,30.8,
10/4/2024,11:15,30.8,
10/4/2024,11:30,31.5,
10/4/2024,11:45,31.5,
10/4/2024,12:00,32.2,
10/4/2024,12:15,32.2,
10/4/2024,12:30,32.2,
10/4/2024,12:45,32.2,
10/4/2024,13:00,32.2,
10/4/2024,13:15,32.2,
10/4/2024,13:30,32.2,
10/4/2024,13:45,32.2,
10/4/2024,14:00,32.2,
10/4/2024,14:15,32.2,
10/4/2024,14:30,32.2,
10/4/2024,14:45,32.2,
10/4/2024,15:00,32.2,
10/4/2024,15:15,32.2,
10/4/2024,15:30,32.2,
10/4/2024,15:45,32.2,Yes
10/4/2024,16:00,32.2,
10/4/2024,16:15,32.2,
10/4/2024,16:30,32.2,
10/4/2024,16:45,32.2,
10/4/2024,17:00,32.2,
10/4/2024,17:15,32.2,
10/4/2024,17:30,32.2,
10/4/2024,17:45,32.2,
10/4/2024,18:00,32.2,
10/4/2024,18:15,32.2,
10/4/2024,18:30,32.2,
10/4/2024,18:45,32.2,
10/4/2024,19:00,32.2,
10/4/2024,19:15,32.2,
10/4/2024,19:30,32.2,
10/4/2024,19:45,32.2,
10/4/2024,20:00,32.2,
10/4/2024,20:15,32.2,
10/4/2024,20:30,32.2,
10/4/2024,20:45,32.2,
10/4/2024,21:00,32.9,
10/4/2024,21:15,32.9,
10/4/2024,21:30,32.9,
10/4/2024,21:45,32.9,
10/4/2024,22:00,32.9,
10/4/2024,22:15,32.9,
10/4/2024,22:30,32.9,
10/4/2024,22:45,32.9,
10/4/2024,23:00,32.9,
10/4/2024,23:15,32.9,
10/4/2024,23:30,32.9,
10/4/2024,23:45,32.9,
10/5/2024,0:00,32.9,
10/5/2024,0:15,32.9,
10/5/2024,0:30,32.9,
10/5/2024,0:45,32.9,
10/5/2024,1:00,32.9,
10/5/2024,1:15,32.9,
10/5/2024,1:30,32.9,
10/5/2024,1:45,32.9,
10/5/2024,2:00,32.9,
10/5/2024,2:15,32.9,
10/5/2024,2:30,32.9,
10/5/2024,2:45,32.9,
10/5/2024,3:00,32.9,
10/5/2024,3:15,32.9,
10/5/2024,3:30,32.9,
10/5/2024,3:45,32.9,
10/5/2024,4:00,32.9,
10/5/2024,4:15,32.9,
10/5/2024,4:30,32.9,
10/5/2024,4:45,32.9,
10/5/2024,5:00,32.9,
10/5/2024,5:15,32.9,
10/5/2024,5:30,32.9,
10/5/2024,5:45,32.9,
10/5/2024,6:00,32.9,
10/5/2024,6:15,32.9,
10/5/2024,6:30,32.9,
10/5/2024,6:45,32.9,
10/5/2024,7:00,32.9,
10/5/2024,7:15,32.9,
10/5/2024,7:30,32.9,
10/5/2024,7:45,32.9,
10/5/2024,8:00,32.9,
10/5/2024,8:15,32.9,
10/5/2024,8:30,32.9,
10/5/2024,8:45,32.9,
10/5/2024,9:00,32.9,
10/5/2024,9:15,32.9,
10/5/2024,9:30,32.9,
10/5/2024,9:45,32.9,
10/5/2024,10:00,32.9,
10/5/2024,10:15,32.9,
10/5/2024,10:30,32.9,
10/5/2024,10:45,32.9,
10/5/2024,11:00,32.9,
10/5/2024,11:15,32.9,
10/5/2024,11:30,32.9,
10/5/2024,11:45,32.9,
10/5/2024,12:00,32.9,
10/5/2024,12:15,32.9,
10/5/2024,12:30,32.9,
10/5/2024,12:45,32.9,
10/5/2024,13:00,32.9,
10/5/2024,13:15,32.9,
10/5/2024,13:30,32.9,
10/5/2024,13:45,32.9,
10/5/2024,14:00,32.9,
10/5/2024,14:15,32.9,
10/5/2024,14:30,32.9,
10/5/2024,14:45,32.9,
10/5/2024,15:00,32.9,
10/5/2024,15:15,32.9,
10/5/2024,15:30,32.9,
10/5/2024,15:45,32.9,
10/5/2024,16:00,32.9,
10/5/2024,16:15,32.9,
10/5/2024,16:30,32.9,
10/5/2024,16:45,32.9,
10/5/2024,17:00,32.9,
10/5/2024,17:15,32.9,
10/5/2024,17:30,32.9,
10/5/2024,17:45,32.9,
10/5/2024,18:00,32.9,
10/5/2024,18:15,32.9,
10/5/2024,18:30,32.9,
10/5/2024,18:45,32.9,
10/5/2024,19:00,32.9,
10/5/2024,19:15,32.9,
10/5/2024,19:30,32.9,
10/5/2024,19:45,32.9,
10/5/2024,20:00,32.9,
10/5/2024,20:15,32.9,
10/5/2024,20:30,32.9,
10/5/2024,20:45,32.9,
10/5/2024,21:00,32.9,
10/5/2024,21:15,32.9,
10/5/2024,21:30,32.9,
10/5/2024,21:45,32.9,
10/5/2024,22:00,32.9,
10/5/2024,22:15,32.9,
10/5/2024,22:30,32.9,
10/5/2024,22:45,32.9,
10/5/2024,23:00,32.9,
10/5/2024,23:15,32.9,
10/5/2024,23:30,32.9,
10/5/2024,23:45,32.9,
10/6/2024,0:00,32.9,
10/6/2024,0:15,32.9,
10/6/2024,0:30,32.9,
10/6/2024,0:45,32.9,
10/6/2024,1:00,32.9,
10/6/2024,1:15,32.9,
10/6/2024,1:30,32.9,
10/6/2024,1:45,32.9,
10/6/2024,2:00,32.9,
10/6/2024,2:15,32.9,
10/6/2024,2:30,32.9,
10/6/2024,2:45,32.9,
10/6/2024,3:00,32.9,
10/6/2024,3:15,32.9,
10/6/2024,3:30,32.9,
10/6/2024,3:45,32.9,
10/6/2024,4:00,32.9,
10/6/2024,4:15,32.9,
10/6/2024,4:30,32.9,
10/6/2024,4:45,32.9,
10/6/2024,5:00,32.9,
10/6/2024,5:15,32.9,
10/6/2024,5:30,32.9,
10/6/2024,5:45,32.9,
10/6/2024,6:00,32.9,
10/6/2024,6:15,32.9,
10/6/2024,6:30,32.9,
10/6/2024,6:45,32.9,
10/6/2024,7:00,32.9,
10/6/2024,7:15,32.9,
10/6/2024,7:30,32.9,
10/6/2024,7:45,32.9,
10/6/2024,8:00,32.9,
10/6/2024,8:15,32.9,
10/6/2024,8:30,32.9,
10/6/2024,8:45,32.9,
10/6/2024,9:00,32.9,
10/6/2024,9:15,32.9,
10/6/2024,9:30,32.9,
10/6/2024,9:45,32.9,
10/6/2024,10:00,32.9,
10/6/2024,10:15,32.9,
10/6/2024,10:30,32.9,
10/6/2024,10:45,32.9,
10/6/2024,11:00,32.9,
10/6/2024,11:15,32.9,
10/6/2024,11:30,32.9,
10/6/2024,11:45,32.9,
10/6/2024,12:00,32.9,
10/6/2024,12:15,32.9,
10/6/2024,12:30,32.9,
10/6/2024,12:45,32.9,
10/6/2024,13:00,32.9,
10/6/2024,13:15,32.9,
10/6/2024,13:30,32.9,
10/6/2024,13:45,32.9,
10/6/2024,14:00,32.9,
10/6/2024,14:15,32.9,
10/6/2024,14:30,32.9,
10/6/2024,14:45,32.9,
10/6/2024,15:00,32.9,
10/6/2024,15:15,32.9,
10/6/2024,15:30,32.9,
10/6/2024,15:45,32.9,
10/6/2024,16:00,32.9,
10/6/2024,16:15,32.2,
10/6/2024,16:30,32.2,
10/6/2024,16:45,32.2,
10/6/2024,17:00,32.2,
10/6/2024,17:15,32.2,
10/6/2024,17:30,32.2,
10/6/2024,17:45,32.2,
10/6/2024,18:00,32.2,
10/6/2024,18:15,32.2,
10/6/2024,18:30,32.2,
10/6/2024,18:45,32.2,
10/6/2024,19:00,32.2,
10/6/2024,19:15,32.2,
10/6/2024,19:30,32.2,
10/6/2024,19:45,32.2,
10/6/2024,20:00,32.2,
10/6/2024,20:15,32.2,
10/6/2024,20:30,32.2,
10/6/2024,20:45,32.2,
10/6/2024,21:00,32.2,
10/6/2024,21:15,32.2,
10/6/2024,21:30,32.9,
10/6/2024,21:45,32.9,
10/6/2024,22:00,32.9,
10/6/2024,22:15,32.9,
10/6/2024,22:30,32.9,
10/6/2024,22:45,32.9,
10/6/2024,23:00,32.9,
10/6/2024,23:15,32.9,
10/6/2024,23:30,32.9,
10/6/2024,23:45,32.9,
10/7/2024,0:00,32.9,
10/7/2024,0:15,32.9,
10/7/2024,0:30,32.9,
10/7/2024,0:45,32.9,
10/7/2024,1:00,32.9,
10/7/2024,1:15,32.9,
10/7/2024,1:30,32.9,
10/7/2024,1:45,32.9,
10/7/2024,2:00,32.9,
10/7/2024,2:15,32.9,
10/7/2024,2:30,32.9,
10/7/2024,2:45,32.9,
10/7/2024,3:00,32.9,
10/7/2024,3:15,32.9,
10/7/2024,3:30,32.9,
10/7/2024,3:45,32.9,
10/7/2024,4:00,32.9,
10/7/2024,4:15,32.9,
10/7/2024,4:30,32.9,
10/7/2024,4:45,32.9,
10/7/2024,5:00,32.9,
10/7/2024,5:15,32.9,
10/7/2024,5:30,32.9,
10/7/2024,5:45,32.9,
10/7/2024,6:00,32.9,
